지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 나타난날(yyyymmdd),최고기온(°C),최고기온 나타난날(yyyymmdd),평균최저기온(°C),평균최고기온(°C),평균 해면기압(hPa),합계 강수량(mm),일 최다 강수량(mm),일 최다 강수량 나타난날(yyyymmdd),평균 상대습도(%),합계 일조시간(hr),일조율(%),합계 일사량(MJ/m2),평균 풍속(m/s),최다 풍향(16방위),합계 소형 증발량(mm),합계 대형 증발량(mm)
146,전주,2008,13.9,-10.8,20081206,35.3,20080810,9,19.4,1016.4,1000,85,20080618,65.2,1993.2,44.67,5040.5,1.8,160,1046.6,622.5
146,전주,2009,13.6,-12.9,20090115,34.4,20090619,8.7,19.5,1016.6,1163.9,99,20090715,63.9,2037.4,45.78,5044.86,1.9,160,1091.2,630
146,전주,2010,13.5,-10.9,20100114,35.7,20100819,8.9,18.9,1017.3,1462.3,128.5,20100813,66.1,1872.1,42.06,4801.76,2,160,1011.2,598.1
146,전주,2011,13.1,-13.4,20110116,36.2,20110805,8.4,18.7,1017.3,1621.8,195,20110809,66.6,1954.6,43.91,4975.84,1.9,160,1040.1,573.8
146,전주,2012,13.2,-12.7,20121226,38.3,20120806,8.5,18.7,1016.1,1359.7,86,20120830,65.2,2010.5,45.06,4879.76,1.9,140,1102.3,666.5
146,전주,2013,13.8,-15.3,20130104,37.8,20130821,9,19.6,1016.3,1264.7,92,20130705,67.3,2315,52.01,4602.63,1.8,160,1066.2,604.1
146,전주,2014,13.9,-9.7,20140114,36,20140731,9,19.8,1016.6,1206.3,81.5,20140818,67.8,2210.1,49.65,4698.98,1.4,160,1188.3,676.2
146,전주,2015,14.2,-10.1,20150209,35.3,20150807,9.7,19.6,1016.5,813.5,43.5,20151001,69.7,2192.8,49.27,5199.76,1.6,140,1189,581.5
146,전주,2016,14.3,-13,20160124,36.2,20160820,10.2,19.4,1016.5,1117.7,95.2,20160917,72.4,2170.1,48.64,5318.68,1.8,140,1322.2,748.9
146,전주,2017,13.6,-9.7,20170115,35.1,20170805,9.2,19,1016.9,947.8,79.1,20170824,70,2428,54.55,5630.16,1.7,140,1384,968.5
146,전주,2018,13.9,-15,20180127,38.9,20180813,9.5,19.3,1016.9,1332.5,107.4,20180701,74.1,2461.6,55.3,5679.3,1.7,140,1363.8,954.6
146,전주,2019,14.2,-7.5,20191206,35.1,20190814,9.7,19.5,1016.5,968.9,70,20190922,74.1,2319.3,52.11,5529.66,1.6,140,1320.5,923.9
146,전주,2020,14,-10,20201231,35.1,20200609,9.7,19.2,1016.7,1780.8,192.8,20200808,68.7,2239.2,50.19,5193.35,1.6,140,1312.2,918.4
146,전주,2021,14.6,-16.5,20210108,36.3,20210723,10.1,19.9,1016.4,1496.6,88.7,20210705,68.4,2268.6,51.08,5098.65,1.6,140,1322.4,926
172,고창,2010,,-9.9,20101216,19.2,20101201,,,,53.8,10.8,20101231,,135,44.28,199.16,,340,,
172,고창,2011,13,-13.9,20110102,36.7,20110805,8.4,18.4,1017.2,1411.3,235.5,20110809,75.5,1984.7,44.59,4881.98,2.8,320,,
172,고창,2012,13,-13.3,20120126,37,20120805,8.5,18.1,1016.4,1404.1,145.6,20120830,79.1,2023.3,45.37,5151.04,2.8,50,,
172,고창,2013,13,-12.4,20130111,34.8,20130808,8.3,18.3,1016.8,1226.8,166.2,20130705,80.3,2154.6,48.65,5210.59,2.7,340,,
172,고창,2014,12.9,-12.2,20141219,34.5,20140731,8.3,18.2,1017.1,1290.9,189.5,20140818,79.3,2054.8,46.17,5140.17,2.5,320,,
172,고창,2015,13.4,-13,20150103,35.6,20150807,8.8,18.7,1017,956.1,66.4,20151001,80.6,2025.7,46.14,5144.28,2.5,340,,
172,고창,2016,14,-12.4,20160124,35.7,20160811,9.7,19.1,1016.9,1090.9,113.3,20160917,82,2063.5,46.27,5224.45,2.7,320,622.7,436.2
172,고창,2017,13.1,-9.4,20170126,35.3,20170805,8.1,18.7,1017.3,901.9,81.2,20170715,81.2,2414.3,54.25,4167.35,2.5,320,1067.3,747.5
172,고창,2018,13.3,-15.8,20181229,37.8,20180802,8.5,18.8,1017.2,1316.9,100,20180823,79.6,2394.3,53.8,4137.98,2.7,50,1106.4,775.1
172,고창,2019,13.4,-8.3,20190127,35.1,20190803,8.6,18.9,1016.9,1099.5,81.9,20190822,76.1,2318.1,52.09,4542.16,2.4,320,1178.4,824.6
172,고창,2020,13.3,-10.5,20201231,34,20200825,8.9,18.6,1017.2,1554.7,179.3,20200808,76.9,2130.2,47.88,4007.55,2.8,320,1093,764.9
172,고창,2021,14,-17,20210108,35,20210721,9.2,19.6,1016.6,1255.8,74.6,20210706,72.8,2148,48.52,5480.99,2.7,140,1503.9,1052
243,부안,1972,,-8.6,19720301,31.5,19720610,,,,66.9,29,19721115,,,,,,360,,
243,부안,1973,12.3,-14.1,19731224,35.5,19730717,7.7,17.5,,1005.6,63.5,19730919,77.6,2168.5,64.68,5782.2,1.9,320,1264.6,672.1
243,부안,1974,11.3,-16.3,19740226,34.4,19740819,6.8,16.5,,1518.5,170,19740830,77.2,2006,62.83,,1.9,320,1194.5,602.3
243,부안,1975,12.8,-15.8,19751224,34.7,19750730,8.1,17.6,,1479,115.5,19750920,79.9,2844,62.99,,1.8,320,1338.7,589.3
243,부안,1976,11.6,-20.2,19761229,34.3,19760821,6.7,17.2,,1062.1,157.5,19760806,78.5,2803,63.08,7439.08,1.9,320,1178.7,588.5
243,부안,1977,12.3,-17.1,19770217,35,19770729,7.2,18,,777.6,77.5,19770804,76.8,2771.3,62.53,7826.01,1.8,320,1292,612.7
243,부안,1978,12.8,-18.7,19780202,36.1,19780728,7.7,18.5,,1205.6,121.5,19780820,74,2697.7,60.87,6729.35,1.8,320,1331.9,702
243,부안,1979,12.6,-10.5,19790203,34.4,19790815,7.6,18.1,,1455.4,181.5,19790805,72.2,2568.9,57.96,6424.08,1.9,360,1284.9,630
243,부안,1980,11.3,-18.2,19800209,31.2,19800720,6.3,16.5,,1478.1,124,19800625,75.6,2412.9,54.24,6668.26,2,320,1141.9,558.3
243,부안,1981,11.5,-22.6,19810127,34.3,19810726,6,16.9,,1297.1,87,19810726,75.7,2384.5,53.8,3593.81,1.8,320,1027.8,597.7
243,부안,1982,12.5,-16.6,19820117,33.2,19820808,7.9,17.8,,859,57.4,19821129,75.2,2687.6,60.64,,1.6,320,1204,595.4
243,부안,1983,12.5,-17.2,19830213,35.3,19830802,8.1,17.5,,1471.9,149,19830818,74.9,2791,62.76,,1.5,320,1124.5,
243,부안,1984,12,-18.5,19841225,35.3,19840730,7.2,17.5,1018.1,1430.8,145.5,19840902,86,2970.7,66.64,,1.6,20,1293.7,
243,부안,1985,12.3,-16.6,19850114,34.8,19850822,7.8,17.2,1018,1671.4,122,19850707,86,2741.2,61.62,,1.8,340,1163,
243,부안,1986,11.6,-18.2,19860112,33.8,19860730,7,16.7,1018.1,1273.1,92,19860624,83.5,2821.2,63.42,,1.7,320,1230.5,
243,부안,1987,12,-12.4,19870113,32.5,19870814,7.5,17.3,1018.2,1464.6,127.5,19870726,82.7,2737.2,61.54,,1.7,290,1239,
243,부안,1988,12.3,-10.4,19880208,34.9,19880707,7.6,17.6,1016,705.6,125.4,19880714,77.1,3010.3,67.53,,1.6,290,1331,
243,부안,1989,13,-10.2,19890128,34.2,19890804,8.6,18.1,1016.2,1222.4,85,19890608,78.6,2764,62.13,,1.5,270,1178.6,
243,부안,1990,13.3,-15.4,19900126,34.6,19900806,9.1,18.5,1016.3,1111.5,101.2,19900711,78.8,2679.6,60.24,,1.6,270,1177.3,
243,부안,1991,12.3,-16.5,19910224,33.7,19910728,7.9,17.5,1015.9,1077.6,87.5,19910609,76.7,2768,62.23,,1.5,290,,
243,부안,1992,12.5,-8.3,19921225,33.5,19920729,8,17.8,1016.5,1039.1,167,19920717,75.8,2742.6,61.53,,1.6,290,,
243,부안,1993,11.9,-15.1,19930121,32,19930809,7,17.2,1017.1,1341.8,108,19930712,80.4,2080,46.76,,1.6,320,,
243,부안,1994,13.2,-14.7,19940124,36.6,19940813,8,18.9,1017,832.5,83.5,19940810,77.2,2441.1,54.88,,1.7,320,,
243,부안,1995,12.2,-10.3,19951226,35.4,19950813,7.3,17.9,1017.3,838.5,106,19950824,75.8,2431.4,54.67,,1.6,320,,
243,부안,1996,12.3,-11.7,19960202,35.4,19960731,7.4,17.9,1017.5,1030.3,101.5,19960721,74.8,2341.3,52.52,,1.5,320,,
243,부안,1997,13,-14.2,19970107,35.3,19970818,8.2,18.8,1017.2,1302,137,19970706,72.6,2355.7,52.96,,1.6,320,,
243,부안,1998,13.5,-13.5,19980124,34.3,19980919,8.8,19,1017.1,1600.9,202.5,19980930,74.9,1961.5,44.09,,1.5,290,,
243,부안,1999,12.5,-19.2,19991221,34.8,19990726,7.6,18.2,1017,1358.8,113,19990623,75.3,2133.1,47.95,,1.5,320,,
243,부안,2000,12.3,-16.2,20000121,34.6,20000829,7.4,18.1,1017.6,1231.6,142,20000826,69.1,1686.3,49.68,,1.5,320,,
243,부안,2001,12.6,-14.6,20010116,35.2,20010801,7.8,18.3,1017.9,885.4,91.5,20010618,72.5,3002.5,67.48,,1.4,320,,
243,부안,2002,12.9,-10.5,20020103,35.7,20020727,8.4,18.4,1017.6,1248.7,81,20020722,73.4,2627.5,59.06,,1.4,320,,
243,부안,2003,12.8,-16.7,20030106,34.7,20030803,8.5,17.9,1017.6,1850,74.5,20030827,69.6,2113.1,47.47,,1.4,320,,
243,부안,2004,13.2,-15.6,20040124,35.2,20040813,8.5,18.6,1016.7,1390.7,122,20040619,76.6,2377,53.27,,1.4,360,,
243,부안,2005,12.2,-17.2,20051218,35.5,20050805,7.6,17.3,1016.6,1420,151.5,20050803,75.7,2372.7,53.31,,1.5,360,,
243,부안,2006,13.6,-13.3,20061229,35.7,20060804,9.1,18.8,1016.4,1210.7,132.5,20060711,75.4,2257.4,50.72,,1.5,360,,
243,부안,2007,13.9,-6.3,20070114,35.7,20070825,9.6,19.2,1016.2,2074.1,250.5,20070829,74.1,1960.7,44.04,,1.6,320,,
243,부안,2008,13.3,-13.7,20081206,36,20080810,8.9,18.8,1016.5,881.5,116,20080816,72.8,2048.9,45.92,,1.7,320,,
243,부안,2009,13.3,-12.7,20090115,33.7,20090819,8.7,18.6,1015.4,1136.1,84.5,20090716,71.2,2139.5,48.06,,1.8,320,,
243,부안,2010,12.8,-12,20100114,34.6,20100821,8.4,17.9,1015.6,1253.6,80,20100711,73.2,1972.3,44.31,,1.9,320,,
243,부안,2011,12.5,-17,20110102,35.4,20110805,8.1,17.5,1016.7,1237.7,217.5,20110809,74.8,1989.7,44.69,,1.8,320,,
243,부안,2012,12.5,-12.6,20121227,36.1,20120806,8.1,17.5,1016.3,1503.7,165,20120830,71.6,2023.2,45.35,,1.9,320,,
243,부안,2013,12.9,-15.8,20130104,36.2,20130808,8.4,18.1,1016.5,1157.9,119.5,20130824,71.1,2139.3,48.06,,1.9,320,,
243,부안,2014,13.1,-13.2,20141218,35.2,20140731,8.6,18.4,1016.9,1188.5,95.5,20140825,70.9,2048.8,46.03,,1.7,320,,
243,부안,2015,13.5,-12.2,20150103,35.5,20150807,9.2,18.7,1016.8,924.1,52,20150711,71.6,2107.5,47.34,,1.7,320,,
243,부안,2016,13.8,-15.6,20160125,35.1,20160820,9.5,19,1016.9,1075.5,93,20160917,72.2,2102.3,47.12,,1.7,320,,
243,부안,2017,13.2,-9.7,20171214,35.8,20170805,8.6,18.7,1017.3,906.5,121,20170715,70.3,2322.7,52.18,,1.7,290,,
243,부안,2018,13.3,-14.6,20180207,38,20180801,8.8,18.8,1017.2,1359,159,20180701,71.1,2348.2,52.75,,1.7,290,,
243,부안,2019,13.7,-8.2,20190127,35.8,20190810,9.1,19.1,1017,1087.5,85,20190922,72.5,2386.6,53.61,,1.6,290,,
243,부안,2020,13.5,-11.1,20201231,34.5,20200825,9.4,18.5,1017.1,1694.8,143.1,20200808,77.8,2111.3,47.32,,1.6,290,,
243,부안,2021,14,-18.6,20210108,35,20210722,9.6,19.3,1016.8,1354,87.9,20210823,76.3,2143.3,48.14,,1.5,290,,
244,임실,1970,,-10.8,19701130,32,19700905,,,,134.8,134.8,19700716,,,,,,,,
244,임실,1971,,-24.4,19710105,32,19710707,,,,,,,,,,,,360,,
244,임실,1972,,-11.8,19720301,34.9,19720722,,,,318.5,120.5,19720819,,,,,,360,,
244,임실,1973,11.2,-20.5,19731229,34.3,19730814,5.8,17.2,1014.6,1164.4,125.5,19730803,74.6,2553.2,57.88,2680.02,1.2,230,976.8,625.2
244,임실,1974,10.6,-18.7,19740209,33.4,19740820,4.5,16.5,1014.9,1275.6,81.5,19741001,74.8,2469.2,55.71,4007.43,1.1,230,959,532.2
244,임실,1975,11.3,-19.9,19751224,33.6,19750803,5.7,17.4,1015.3,1488.5,98,19750706,79.1,2465.1,55.62,,1,360,985.1,490
244,임실,1976,10.4,-23.2,19760124,32.6,19760821,5,16.6,1014.8,1108.5,72.5,19760608,78.4,2507.3,56.43,,1.2,230,927.6,572.1
244,임실,1977,11,-17.7,19770106,35.8,19770729,5.2,17.8,1016.1,905,80.7,19770808,76,2324,57.82,7394.4,,180,996.1,631.9
244,임실,1978,11.3,-21.2,19780203,34.6,19780726,5.1,18.1,1015.8,1222.6,117.3,19780819,75.1,2712.8,61.25,6513.3,1.2,180,1017.1,642.5
244,임실,1979,11,-18.7,19790203,33.7,19790823,5.2,17.8,1015.5,1557.9,129.5,19790805,75.6,2637.8,59.51,6130.25,1.1,180,939.2,531.3
244,임실,1980,9.6,-21.9,19801230,31.5,19800727,3.7,16.2,1015.9,1558.2,77.3,19800729,74.3,2469.6,55.58,8978.24,1.1,180,879.3,466
244,임실,1981,9.8,-22.1,19810104,33.7,19810730,3.7,16.5,1016,1229.3,65.3,19810924,74.3,2631.5,59.37,9880.58,1,230,953.1,479.6
244,임실,1982,10.8,-21.2,19820120,34.4,19820808,5.1,17.9,1015.3,1081.6,66.5,19820813,76.8,2716.1,61.28,4199.51,.9,140,931.4,477.7
244,임실,1983,10.8,-18.4,19830121,35,19830805,5.2,17.5,1015.7,1119.4,83.9,19830722,78.5,2633.2,59.2,,.9,140,953.6,
244,임실,1984,10.4,-23.4,19840105,35.8,19840810,4.6,17.2,1015.9,1504.3,203.3,19840707,75,2704,60.66,,1,180,1018.9,
244,임실,1985,10.7,-21.2,19850115,35.1,19850729,5.6,17.1,1015.7,1912.1,106.2,19850810,76.2,2433.9,54.72,,1,160,984.4,
244,임실,1986,10.1,-20.4,19860106,34.3,19860802,4.7,16.9,1015.7,1351.6,169.4,19860624,75.3,2405.7,54.08,,.9,180,981,
244,임실,1987,10.9,-15.4,19870204,32.2,19870604,5.9,17.7,1014.4,1807.1,137,19870816,74.1,2547.4,57.27,,1.4,160,1014.3,
244,임실,1988,10.7,-15.9,19880124,34.2,19880707,5.1,17.4,1018,765.8,77.9,19880714,73.8,2991.5,67.1,,1.4,320,1107.3,
244,임실,1989,11.5,-13.6,19890129,33.4,19890805,6.2,17.9,1018.3,1608.4,108.2,19890725,78.3,2648.7,59.54,,1.3,320,1075.2,
244,임실,1990,11.8,-20.7,19900126,35.2,19900807,6.8,18,1016.6,1677.1,127.2,19900821,79.3,2383.4,53.58,,1.4,200,986.7,
244,임실,1991,11,-21.8,19910223,33.5,19910820,5.5,17.5,1016.2,1448.2,93.5,19910905,76.8,2468.1,55.49,,1.3,360,,
244,임실,1992,11.1,-15.4,19921225,32.9,19920728,5.5,17.7,1016.9,1056.1,126,19920717,74.6,2504.7,56.18,,1.4,270,,
244,임실,1993,10.4,-16.9,19930121,31.7,19930811,4.9,17,1017.3,1358.2,84,19930917,77.1,2075.1,46.65,,1.4,270,,
244,임실,1994,11.5,-22.1,19940124,37.1,19940723,5.2,18.8,1017.1,684.1,68.5,19940810,74.6,2321.7,52.2,,1.5,340,,
244,임실,1995,10.3,-15.4,19951231,34.9,19950814,4.2,17.6,1017.4,850.1,82.5,19950824,74.3,2150.5,48.35,,1,340,,
244,임실,1996,10.4,-16.7,19961202,35,19960802,4.4,17.6,1017.5,1171.9,91,19960617,74.6,2104.8,47.22,,1.3,250,,
244,임실,1997,11,-19.4,19970107,34.3,19970723,5,18.2,1017.2,1476.2,121.5,19970804,74.8,2179.8,49,,1.5,250,,
244,임실,1998,11.7,-19.5,19980125,31.7,19980912,6.4,18.2,1017.2,1771.5,172.5,19980930,76.1,1778.8,40,,1.2,230,,
244,임실,1999,10.8,-19.7,19990204,32.2,19990811,5.2,17.3,1017,1330.3,107.5,19990923,73.7,2116.5,47.58,,1.4,360,,
244,임실,2000,10.4,-19,20000121,32.9,20000813,4.6,17.2,1017.1,1352.8,87.5,20000913,67.8,1638.1,48.1,,1.4,250,,
244,임실,2001,11.1,-19.3,20010116,35.7,20010804,5.3,18.1,1017.1,1298.1,104.5,20010618,69.6,2398.6,53.92,,1.2,230,,
244,임실,2002,11.2,-13.6,20020103,34,20020725,5.6,17.8,1016.7,1580.3,208.5,20020806,71.7,2369.1,53.22,,1.2,200,,
244,임실,2003,11.5,-21.8,20030106,32.8,20030822,6.1,17.8,1017.1,1974.2,119,20030819,70.7,2251.5,50.58,,1.1,230,,
244,임실,2004,11.8,-16.7,20040123,34.7,20040731,5.8,18.9,1017.3,1274.1,197.5,20040818,69,2573.4,57.68,,1,360,,
244,임실,2005,10.9,-21.8,20051218,35.4,20050722,5.2,17.5,1016.7,1418.4,205,20050803,73,2523.2,56.68,,1.2,360,,
244,임실,2006,11.4,-17.5,20060209,35.5,20060804,5.8,18.4,1016.3,1260.7,86,20060718,73.4,2392.7,53.75,,1.2,360,,
244,임실,2007,11.8,-12.3,20070114,35.2,20070825,6.2,18.8,1016.2,1438.1,93,20070901,72.8,1833,41.17,,1.2,340,,
244,임실,2008,11.6,-14.5,20080213,34.2,20080729,5.6,18.6,1016.5,915.3,108.5,20080725,71.4,2008.8,45.03,,1.3,340,,
244,임실,2009,11.9,-18.8,20090115,33.7,20090808,5.8,18.9,1016.1,1134.4,83,20090719,69.7,2073.5,46.58,,1.6,340,,
244,임실,2010,11.5,-15.5,20100101,34.5,20100804,6.1,18,1016.7,1795.1,126.5,20100816,70.3,1813.6,40.74,,1.6,270,,
244,임실,2011,10.7,-18.7,20110110,34.1,20110805,5,17.3,1017.2,1700,234,20110809,68.8,1963.6,44.11,,1.5,320,,
244,임실,2012,10.6,-17.8,20120126,35.7,20120805,5,16.9,1016.4,1503.9,83.5,20120904,68.7,1951.1,43.73,,1.5,320,,
244,임실,2013,11.2,-21.5,20130104,34.8,20130811,5.6,17.6,1016.5,1400,149.5,20130705,70.6,2067.1,46.44,,1.5,320,,
244,임실,2014,11.5,-13.4,20140123,34.2,20140731,5.8,18.1,1016.9,1340.5,104.5,20140718,71.7,1974.8,44.36,,1.3,320,,
244,임실,2015,12.1,-15,20150103,35.6,20150807,6.5,18.6,1016.8,843.1,73,20151001,71.8,1964.9,44.14,,1.3,320,,
244,임실,2016,12.5,-20.6,20160125,36.3,20160821,7,19.1,1016.9,1326.5,112.5,20160917,72.4,1965.9,44.07,,1.3,320,,
244,임실,2017,11.6,-14.9,20171214,36.5,20170806,5.6,18.6,1017.2,958.3,61,20170911,70.5,2182.1,49.02,,1.2,320,,
244,임실,2018,12,-20,20180112,37.5,20180815,6,18.8,1017.1,1468.2,131.5,20180826,71.3,2205.6,49.54,,1.2,320,,
244,임실,2019,12.2,-12.4,20190127,35.3,20190805,6.4,19.1,1016.7,1069.7,93.5,20191002,72.1,2095.8,47.08,,1.3,320,,
244,임실,2020,12,-13.2,20201231,32.7,20200819,6.9,18,1017.2,1869.8,195.5,20200808,77.6,1986.3,44.52,,1.1,320,,
244,임실,2021,12.5,-22.8,20210108,33.6,20210731,7.2,18.7,1016.8,1259.2,76.6,20210810,76.7,2080.1,46.73,,1.1,320,,
245,정읍,1970,,-17.4,19700210,33.8,19700907,,,,266.1,112.4,19700716,,,,,,,,
245,정읍,1971,,-19.8,19710106,29,19710924,,,,105.2,105.2,19710924,,,,,,,,
245,정읍,1972,,-6.8,19720301,31.4,19720808,,,,292.7,108.2,19720904,,,,,,360,,
245,정읍,1973,12.6,-12.8,19731224,36.3,19730717,7.4,18.1,1014.8,1300.5,98,19730730,71.3,2081.5,46.96,1571.05,1.4,140,1027.2,677.2
245,정읍,1974,11.7,-20,19740226,35.1,19740819,6.5,17.1,1014.3,1482.4,178.5,19740830,74.2,2220.7,50.21,1255.27,1.4,140,993.8,628.1
245,정읍,1975,12.8,-15.2,19751224,34.9,19750730,8,18.2,1013.9,1591.1,99.2,19750706,79.3,2439,55.03,555.65,1.1,50,964.4,623.5
245,정읍,1976,12.1,-16.5,19760123,34.6,19760821,6.9,17.6,1014.4,1061.3,96.4,19760806,77,2569.8,57.83,,1.3,50,982.3,612.5
245,정읍,1977,12.9,-15.4,19770217,36.2,19770729,7.7,18.5,1015.6,967.8,80.2,19770808,74.5,2623.1,59.19,5942.84,1.2,360,980.1,629.3
245,정읍,1978,13.3,-14.8,19780202,35.8,19780728,7.8,19.1,1015.2,1310.1,145,19780820,74.4,2728.3,61.55,6754.35,.8,110,948.8,644.5
245,정읍,1979,13.1,-9.4,19790205,34.5,19790824,7.7,18.8,1014.8,1291.3,90.1,19790817,74.7,2553.1,57.6,7481.38,.7,110,813,536.6
245,정읍,1980,11.6,-15.2,19800118,32.2,19800606,6.6,17.3,1015.2,1524.4,110,19800729,79.3,2434.4,54.78,9277.65,1.3,320,690.7,405.8
245,정읍,1981,11.8,-14.9,19810127,35.3,19810726,6.7,17.7,1015.2,1150.4,64,19810830,72.9,2542.6,57.36,7337.53,1.3,140,953.4,582.1
245,정읍,1982,12.8,-13.3,19820129,35.5,19820808,7.6,18.9,1015.2,958.9,74.5,19820530,70.7,2626.1,59.24,3310.35,1.1,140,1047.3,647.1
245,정읍,1983,12.8,-15.5,19830213,36.5,19830803,7.8,18.5,1015.2,1068.5,65.2,19830810,76.1,2507.3,56.37,,1,320,991.5,
245,정읍,1984,12.4,-14.4,19841225,36.5,19840810,7.1,18.4,1016.3,1276.5,120,19840831,73.8,2597.3,58.26,,1.1,320,1092,
245,정읍,1985,12.7,-14.4,19850117,35.4,19850801,7.7,18.1,1016.1,1655.7,92.5,19850810,76.8,2388.2,53.68,,1,340,1001.4,
245,정읍,1986,12.2,-14.9,19860106,34.7,19860728,7.1,17.9,1016.3,1423.7,135.5,19860624,75.3,2542.8,57.17,,1,180,990.9,
245,정읍,1987,12.9,-11.2,19870204,34.1,19870801,7.7,18.8,1016.5,1579.4,103,19870715,75.3,2501.5,56.24,,1.1,140,974,
245,정읍,1988,12.9,-10.2,19880210,37.3,19880707,7.4,19.2,1015.6,767.8,61.5,19880714,72.9,2709.4,60.77,,1,140,1095.5,
